+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| url   | Count | Count | Popul | Yearl | Net_C | Densi | Land_ | Migr | Fert | Med_ | Urba | Worl |
| http: | Swazi | http: | 1,391 | 1.76  | 24,13 | 81    | 17,20 | -1,2 | 3.30 | 20   | 20 % | 0.02 |
| //www | land  | //www | ,385  | %     | 1     |       | 0     | 00   | 0    |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /swaz |       |       |       |       |       |      |      |      |      |      |
| latio |       | iland |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | -popu |       |       |       |       |       |      |      |      |      |      |
| count |       | latio |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | n/    |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Trini | http: | 1,372 | 0.25  | 3,473 | 268   | 5,130 | -1,0 | 1.80 | 34   | 8 %  | 0.02 |
| //www | dad   | //www | ,598  | %     |       |       |       | 00   | 0    |      |      | %    |
| .worl | and T | .worl |       |       |       |       |       |      |      |      |      |      |
| domet | obago | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /trin |       |       |       |       |       |      |      |      |      |      |
| latio |       | idad- |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | and-t |       |       |       |       |       |      |      |      |      |      |
| count |       | obago |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | -popu |       |       |       |       |       |      |      |      |      |      |
|       |       | latio |       |       |       |       |       |      |      |      |      |      |
|       |       | n/    |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Timor | http: | 1,324 | 2.14  | 27,78 | 89    | 14,87 | -10, | 5.90 | 17   | 31 % | 0.02 |
| //www | -     | //www | ,094  | %     | 3     |       | 0     | 001  | 0    |      |      | %    |
| .worl | Leste | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /timo |       |       |       |       |       |      |      |      |      |      |
| latio |       | r-les |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | te-po |       |       |       |       |       |      |      |      |      |      |
| count |       | pulat |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | ion/  |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Equat | http: | 1,313 | 3.64  | 46,20 | 47    | 28,05 | 18,0 | 5    | 22   | 26 % | 0.02 |
| //www | orial | //www | ,894  | %     | 5     |       | 0     | 00   |      |      |      | %    |
| .worl | Guine | .worl |       |       |       |       |       |      |      |      |      |      |
